LA Number,Establishment Number,URN,School Phase,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
330,2115,103221,Primary,17,22,4,15.4,14.9,2.9,20.1,"£39,087"
330,2117,139242,Primary,5,6,1,5,5.4,1,47.1,"£43,327"
330,2118,103222,Primary,23,15,6,20.9,13.1,5.4,19.8,"£37,591"
330,2119,103223,Primary,29,20,4,21.9,15.1,3.3,19.5,"£41,420"
330,2120,139267,Primary,17,13,3,14.4,8.2,2.6,14.4,"£40,157"
330,2121,139269,Primary,13,11,3,12.4,7.2,2.8,19.4,"£41,988"
330,2122,139378,Primary,29,18,4,29,15.8,4,22.0,"£36,550"
330,2126,139439,Primary,11,9,3,10.4,7.9,2.4,21.2,"£37,943"
330,2127,103227,Primary,29,21,3,24.7,17.4,2.8,18.5,"£38,673"
330,2128,103228,Primary,21,11,3,20.2,8,2.1,18.3,"£40,318"
330,2129,103229,Primary,15,14,4,12.7,10.8,3.4,21.9,"£40,593"
330,2132,103232,Primary,17,20,6,14.6,14.5,2.3,19.8,"£37,976"
330,2133,103233,Primary,26,11,7,21.6,8.7,5.6,19.4,"£40,414"
330,2136,139637,Primary,19,20,9,17.9,16.7,5.9,25.3,"£36,841"
330,2138,139904,Primary,32,22,7,27.6,19.2,7,20.9,"£37,099"
330,2140,140159,Primary,3,7,0,3,6.3,0,SUPP,"£49,056"
330,2141,140161,Primary,8,7,2,7.5,5.4,2,29.0,"£36,106"
330,2142,103237,Primary,26,14,7,24.5,11.6,5.2,16.9,"£34,889"
330,2144,140656,Primary,30,33,8,28,26,7.8,23.0,"£37,129"
330,2145,141206,Primary,12,11,4,11,7.8,3.1,21.6,"£37,844"
330,2146,141319,Primary,31,28,10,30.3,22.2,8.7,21.1,"£37,384"
330,2149,103240,Primary,22,20,8,19.8,16.1,6.7,20.9,"£40,371"
330,2150,103241,Primary,29,27,5,27.1,22.1,4.2,18.8,"£39,779"
330,2152,141320,Primary,15,11,4,15,10.5,3.8,18.7,"£39,116"
330,2153,103243,Primary,23,23,6,22.4,17.8,4.9,16.7,"£37,123"
330,2154,141669,Primary,11,8,5,10.2,7.1,4.4,19.9,"£38,719"
330,2155,103244,Primary,15,9,5,13.3,7,4.3,18.0,"£40,556"
330,2156,143436,Primary,11,10,5,10,7.7,3.3,20.1,"£41,081"
330,2157,103246,Primary,25,16,4,22.2,12.3,3.8,18.4,"£37,396"
330,2158,141670,Primary,13,10,3,10.7,8.9,2.7,19.6,"£38,960"
330,2159,103247,Primary,12,11,4,11.2,8.5,2.1,18.8,"£41,322"
330,2160,103248,Primary,22,9,4,19.5,8,3,18.0,"£39,490"
330,2161,103249,Primary,14,15,6,13.4,10.4,5.4,21.6,"£40,419"
330,2162,141977,Primary,17,18,9,17,16,7.8,24.4,"£36,483"
330,2165,142570,Primary,24,31,8,24,28.3,5.4,34.9,"£31,012"
330,2167,142888,Primary,15,18,5,14.6,16.2,4.5,24.6,"£34,808"
330,2168,143413,Secondary,64,14,28,62.9,12.9,26.1,14.2,"£39,104"
330,2169,103252,Primary,25,25,7,23,19.6,6.2,18.4,"£41,868"
330,2170,143908,Primary,20,20,6,19.4,15.1,5,20.5,"£37,202"
330,2171,144337,Primary,10,15,2,10,13.5,2,41.2,"£36,525"
330,2174,103255,Primary,18,15,4,16.6,12.3,3.6,21.6,"£39,786"
330,2175,144390,Primary,19,16,3,17.1,11.2,3,22.7,"£35,727"
330,2176,103256,Primary,36,44,5,33.7,31.8,4.3,21.6,"£40,532"
330,2178,103257,Primary,16,9,5,13.9,7.2,4.6,17.6,"£40,430"
330,2179,103258,All through,136,82,33,126,67.6,30.3,17.2,"£35,838"
330,2180,142858,Primary,36,14,9,34.8,10.6,7,12.7,"£35,131"
330,2183,103261,Primary,24,24,5,22.2,18.7,4.8,14.9,"£40,520"
330,2184,103262,Primary,21,18,6,19.4,15.4,5.1,22.2,"£38,506"
330,2185,103263,Primary,24,19,4,22.4,16.1,3.3,19.2,"£38,773"
330,2186,146075,Primary,32,27,7,31.2,21.7,6.4,22.8,"£33,898"
330,2187,146268,Primary,17,17,7,16.6,13.7,5.5,25.2,"£36,029"
330,2188,143433,Primary,12,8,5,11.6,5.2,3.8,18.6,"£42,011"
330,2189,103265,Primary,24,14,5,22.4,12,5,17.5,"£36,516"
330,2190,103266,Primary,10,7,5,9.6,5.2,3.9,20.3,"£40,836"
330,2191,103267,Primary,11,14,7,10.4,13,6.5,21.8,"£41,994"
330,2192,103268,Primary,33,23,10,31.5,17.6,8.5,20.0,"£35,264"
330,2194,146385,Primary,21,26,3,20.1,19.4,3,21.9,"£32,744"
330,2195,138104,Primary,31,52,10,30.4,48.2,9.9,20.8,"£37,208"
330,2196,146437,Primary,20,18,3,19.4,15.7,2.6,18.8,"£40,245"
330,2225,103279,Primary,23,11,10,20,9.4,7.7,18.3,"£35,381"
330,2226,143088,Primary,17,8,8,16.2,6.6,7.3,21.9,"£36,363"
330,2227,103281,Primary,22,20,7,20.1,18.7,6.5,20.7,"£36,277"
330,2231,103284,Primary,24,14,6,19.4,12.5,5,22.6,"£36,432"
330,2236,103286,Primary,13,10,3,12.8,8.3,2.7,18.1,"£40,598"
330,2238,103288,Primary,11,9,2,10.1,6.7,1.6,18.5,"£39,137"
330,2239,103289,Primary,10,19,14,10,15.4,11.7,22.1,"£36,371"
330,2241,103291,Primary,18,11,6,15.2,8.7,4.5,18.3,"£39,534"
330,2245,103295,Primary,14,15,6,12,11.4,5.4,18.2,"£40,987"
330,2246,103296,Primary,33,28,7,30,22.7,5.6,20.4,"£40,576"
330,2249,139860,Primary,10,13,4,9,10,3.2,24.8,"£37,838"
330,2251,103298,Primary,25,20,3,22,15,3,20.1,"£36,299"
330,2254,103300,Primary,31,31,8,30.6,25.9,6.8,20.0,"£39,433"
330,2263,142203,Primary,22,22,5,21.1,18,3.9,19.1,"£38,745"
330,2273,143091,Primary,21,15,5,20.8,13.2,4.8,12.4,"£37,725"
330,2276,103308,Primary,8,18,5,7.9,15.5,3.1,38.7,"£34,369"
330,2278,103310,Primary,22,22,7,19.4,18.5,5.2,20.0,"£39,885"
330,2283,103312,Primary,15,15,3,14.8,11.8,2.9,24.4,"£38,036"
330,2284,103313,Primary,10,8,4,9.6,6.9,2.9,22.0,"£42,525"
330,2288,103314,Primary,27,21,5,24.2,16.7,3.6,17.2,"£38,313"
330,2289,103315,Primary,17,10,2,15.2,8.1,2,23.4,"£38,631"
330,2293,103317,Primary,21,7,5,20.2,5.9,5,17.6,"£37,090"
330,2294,103318,Primary,18,16,6,18,11.4,3.7,22.9,"£35,866"
330,2295,139465,Primary,11,10,4,8.5,7.8,3.6,25.2,"£38,091"
330,2296,103320,Primary,17,13,7,16,9.8,4,23.3,"£38,199"
330,2299,140706,Primary,18,24,2,14.3,18.4,2,20.2,"£39,033"
330,2300,103324,Primary,28,37,4,26.2,30.7,3.8,25.3,"£39,873"
330,2306,103326,Primary,12,11,4,9.6,8.7,3.1,19.7,"£39,114"
330,2308,103328,Primary,23,21,9,20.6,17.2,7.2,21.2,"£40,942"
330,2309,142231,Primary,16,12,2,16,10.4,2,29.1,"£32,332"
330,2310,139484,Primary,9,8,6,8.1,7.1,2.8,25.8,"£38,682"
330,2312,103332,Primary,20,14,3,18.8,12.7,3,22.4,"£40,685"
330,2313,103333,Primary,19,14,4,18.2,11.7,3.4,20.4,"£35,958"
330,2314,103334,Primary,10,6,2,9.8,4.3,1.9,21.6,"£37,958"
330,2315,142358,Primary,13,7,3,12.6,6.5,2.9,15.6,"£35,927"
330,2317,103337,Primary,16,28,6,14,18.8,3.8,22.5,"£41,573"
330,2321,103339,Primary,14,12,4,11,9.2,3.3,20.9,"£39,552"
330,2401,103341,Primary,19,11,7,16.5,6.8,5.2,21.9,"£41,124"
330,2402,103342,Primary,18,17,2,15.9,10,2,18.8,"£38,530"
330,2406,103345,Primary,14,9,4,11.6,6.5,2.6,17.2,"£38,806"
330,2412,103349,Primary,24,8,7,23.3,5.4,5.4,18.0,"£38,378"
330,2416,103351,Primary,15,8,6,13,6,3.6,20.6,"£37,584"
330,2420,103353,Primary,18,9,4,15.3,6.6,3.2,21.5,"£35,769"
330,2425,103356,Primary,11,6,2,9.6,4.1,1.5,22.0,"£39,291"
330,2429,103360,Primary,12,10,3,11,7.2,2.9,17.9,"£37,402"
330,2434,141270,Primary,25,35,12,22.9,19.9,7.3,20.8,"£34,354"
330,2435,103362,Primary,25,19,8,23.4,17,7.1,21.6,"£40,337"
330,2436,103363,Primary,17,13,8,15.4,10.8,8,18.7,"£38,846"
330,2438,103365,Primary,13,11,2,11.8,8.8,1.7,17.5,"£40,170"
330,2441,103368,Primary,22,18,5,19.6,14.3,5,21.1,"£39,221"
330,2443,142686,Primary,20,19,6,19.8,15.2,4.7,21.8,"£41,453"
330,2445,103372,Primary,8,12,5,7.8,10.1,3.3,26.5,"£43,163"
330,2447,143087,Primary,41,21,8,37.4,14.3,6.6,17.9,"£37,288"
330,2448,142794,Primary,11,7,4,11,6.2,4,18.2,"£43,350"
330,2449,140518,Primary,29,13,6,26.4,12.5,5.8,17.7,"£40,493"
330,2450,138694,Primary,24,19,5,21.6,16.1,4.6,20.6,"£40,442"
330,2451,141610,Primary,19,11,9,17.9,9.7,6.2,23.4,"£34,889"
330,2452,139631,Primary,7,6,4,7,5,3.3,29.7,"£45,319"
330,2453,140502,Primary,29,24,5,25.7,18.2,4.5,20.8,"£40,083"
330,2454,103381,Primary,23,22,5,22.5,17.2,4.8,17.1,"£38,866"
330,2455,140890,Primary,22,22,6,20.1,18.3,4.1,21.9,"£38,184"
330,2456,103383,Primary,13,9,9,12.4,7.7,8.3,16.6,"£40,638"
330,2457,103384,Primary,24,24,7,21.4,18,6.3,21.3,"£40,920"
330,2458,139162,Primary,33,30,10,31.4,24.2,7.1,22.8,"£33,671"
330,2460,140262,Primary,37,18,8,34.6,15.4,7.6,18.5,"£40,109"
330,2462,103388,Primary,22,16,5,18.6,8.2,4.5,22.7,"£40,062"
330,2463,139452,Primary,24,25,8,22.1,17.5,4.9,17.6,"£34,291"
330,2464,103390,Primary,26,9,17,21.1,6.6,13.3,19.9,"£39,663"
330,2465,103391,Primary,23,19,4,20.6,11.4,2.6,21.6,"£39,984"
330,2466,103392,Primary,43,19,6,39.8,16.4,5.6,16.6,"£38,099"
330,2469,103395,Primary,21,12,7,20.2,8.6,6.2,17.9,"£38,748"
330,2471,143943,Primary,23,24,7,22.2,17.8,5.5,20.4,"£37,875"
330,2474,131672,Primary,26,12,5,20.8,9.1,4.3,20.0,"£41,135"
330,2475,143089,Primary,20,21,6,18.8,17.5,4.7,21.3,"£38,911"
330,2477,132261,Primary,42,28,8,30.3,17.6,5.4,21.6,"£39,701"
330,2478,132007,Primary,24,15,9,20.3,11,6,23.5,"£40,662"
330,2479,132074,Primary,44,36,15,39.9,27.7,13.2,18.9,"£41,472"
330,2480,142386,Primary,23,20,8,22.7,18.5,6.2,18.7,"£38,811"
330,2481,137168,Primary,27,11,7,25.4,9.1,5,17.8,"£39,326"
330,2482,132201,Primary,24,23,10,20.7,19.4,8.9,24.1,"£43,455"
330,2485,133729,Primary,26,16,3,23.7,13.1,3,22.0,"£37,993"
330,2486,133759,Primary,12,16,5,10.7,10.6,4,20.6,"£39,563"
330,3002,103397,Primary,15,5,4,11.6,4.5,3.8,19.0,"£38,948"
330,3003,103398,Primary,12,10,3,9.7,6.5,2.7,21.9,"£40,821"
330,3004,143439,Primary,10,4,2,10,3.5,2,20.4,"£34,572"
330,3010,103401,Primary,21,20,5,18,15.6,4.1,23.4,"£37,550"
330,3015,139041,Primary,16,17,5,14.1,12.7,3.4,28.8,"£38,534"
330,3016,103404,Primary,10,11,5,10,9.6,4.6,21.0,"£44,038"
330,3019,103406,Primary,22,22,7,20.4,18.5,6.3,20.3,"£38,794"
330,3025,103410,Primary,20,13,5,19.3,10.3,4.2,21.7,"£39,360"
330,3302,103412,Primary,21,20,5,19.4,13.6,4.3,21.3,"£37,159"
330,3303,140463,Primary,8,10,5,8,7.9,4.7,22.8,"£42,426"
330,3306,139173,Primary,27,17,8,21.9,13.5,5.9,20.8,"£37,917"
330,3307,103416,Primary,21,6,6,19.8,3.9,4.8,18.2,"£38,986"
330,3310,103417,Primary,17,11,3,14.6,9.8,3,14.9,"£36,181"
330,3311,139174,Primary,28,18,8,26.2,14.8,5.1,16.4,"£33,359"
330,3314,142375,Primary,18,17,10,16.2,16.1,9.4,14.5,"£40,744"
330,3316,103420,Primary,14,13,3,13.2,10.2,2.4,18.0,"£33,148"
330,3317,103421,Primary,15,8,7,12.6,6.2,3,20.3,"£38,449"
330,3318,103422,Primary,20,13,6,18.4,10.1,5.2,23.0,"£39,048"
330,3319,103423,Primary,22,17,6,21.6,14.2,4.8,18.3,"£39,976"
330,3320,103424,Primary,21,17,7,19.3,13.9,5,21.6,"£38,241"
330,3321,103425,Primary,20,19,4,19.6,14.7,4,21.2,"£37,116"
330,3322,103426,Primary,13,12,3,11.8,8.4,2.5,18.9,"£36,873"
330,3323,103427,Primary,13,5,2,12,4.1,2,18.5,"£37,999"
330,3325,103428,Primary,23,11,7,20.8,9.6,6.4,20.4,"£39,489"
330,3327,103429,Primary,22,23,4,16.8,16.7,2.7,24.3,"£39,535"
330,3328,103430,Primary,16,5,4,11.8,3.2,2.3,19.9,"£39,927"
330,3329,103431,Primary,12,11,3,10,7.9,3,23.0,"£39,665"
330,3330,141815,Primary,22,16,5,19.9,12.8,4.2,22.4,"£42,532"
330,3331,103433,Primary,12,10,3,11,7.2,2.1,21.0,"£42,385"
330,3335,103434,Primary,12,9,4,11.4,7.4,3.6,18.2,"£38,914"
330,3337,103435,Primary,13,9,4,11.4,8.1,3.4,18.5,"£40,278"
330,3339,103436,Primary,17,10,3,14,9,2.2,14.6,"£35,139"
330,3342,103437,Primary,24,20,7,22.1,17.2,5.7,18.5,"£39,159"
330,3344,103438,Primary,28,15,3,22.2,12.3,2.3,18.8,"£36,567"
330,3346,103439,Primary,12,9,5,9.5,7.5,3.6,21.4,"£39,531"
330,3347,103440,Primary,16,10,5,14.3,8.3,3.4,15.9,"£38,055"
330,3349,103441,Primary,19,18,3,17,13.7,3,21.2,"£35,458"
330,3351,103443,Primary,12,8,3,12,7.1,2.9,19.2,"£37,699"
330,3352,103444,Primary,14,9,3,11.7,7.2,2.9,19.0,"£37,618"
330,3353,103445,Primary,23,12,7,20.5,8.7,5,18.7,"£41,713"
330,3354,103446,Primary,12,9,7,10.8,6.2,3.8,25.0,"£34,808"
330,3355,103447,Primary,19,13,3,17.4,10.2,2.6,22.9,"£41,029"
330,3357,103449,Primary,9,9,4,8.8,6.1,3.8,23.6,"£39,472"
330,3358,141820,Primary,11,9,3,9.6,6,3,22.0,"£42,857"
330,3359,103451,Primary,25,15,4,21.8,11.5,3.7,18.8,"£37,599"
330,3360,103452,Primary,13,7,3,10.4,6,2.8,19.9,"£38,450"
330,3361,103453,Primary,19,17,6,17,13.6,5.4,21.7,"£37,379"
330,3362,103454,Primary,12,6,2,10.2,4.9,1.8,20.4,"£39,404"
330,3363,103455,Primary,22,15,6,18.4,11.9,4.4,22.1,"£38,884"
330,3365,103456,Primary,8,9,2,8,6.3,1.5,26.0,"£43,870"
330,3366,141830,Primary,14,12,2,12.5,10.2,2,16.9,"£41,016"
330,3367,103458,Primary,12,9,4,11.2,6.6,3.1,21.1,"£40,410"
330,3371,103459,Primary,12,11,5,10.4,8,3.2,25.6,"£42,400"
330,3372,103460,Primary,39,18,7,35.5,15.4,5.9,19.2,"£41,855"
330,3374,141484,Primary,11,8,5,9.7,5.9,3.5,21.8,"£39,040"
330,3375,103462,Primary,21,12,4,18.7,9.7,3.1,22.3,"£40,439"
330,3377,103463,Primary,12,12,3,10.9,9,2.9,19.2,"£42,390"
330,3380,103465,Primary,11,6,2,9.7,4.4,1.5,21.5,"£38,059"
330,3381,103466,Primary,11,5,0,10.2,4.1,0,20.5,"£39,129"
330,3382,103467,Primary,12,7,4,9.6,5.6,3.2,21.0,"£39,832"
330,3383,103468,Primary,11,7,4,10.6,6.3,4,19.8,"£36,149"
330,3385,103469,Primary,11,7,3,10.6,6.1,2.8,19.9,"£36,591"
330,3386,103470,Primary,13,11,3,11,9.5,2.2,20.9,"£38,674"
330,3401,140528,Primary,15,15,2,15,11.6,2,23.9,"£38,007"
330,3402,140525,Primary,10,7,2,9.6,5.3,2,21.9,"£38,883"
330,3403,140529,Primary,11,8,3,9.2,4.8,2,23.0,"£40,134"
330,3406,103476,Primary,25,21,6,23.7,17,4.4,17.5,"£40,213"
330,3409,103477,Primary,10,9,5,9.2,7.2,4.3,22.4,"£40,176"
330,3410,103478,Primary,10,5,3,9.1,4.2,2.1,23.1,"£38,343"
330,3411,103479,Primary,10,13,2,9.2,9.9,1.7,21.2,"£41,901"
330,3412,143437,Primary,49,44,13,41.1,33.8,10.5,20.9,"£39,706"
330,3413,134083,Primary,28,17,3,24.8,11.3,2.9,0.0,"£38,426"
330,3421,133996,Primary,46,20,8,41.6,16.3,6.8,20.2,"£38,844"
330,3428,134476,Primary,22,19,7,20,13.8,4.9,22.1,"£38,336"
330,3429,139520,Primary,26,12,7,23.6,8.6,4,17.8,"£35,277"
330,3430,143869,Primary,38,27,6,34.4,21.7,6,22.8,"£34,545"
330,3431,134774,Primary,35,31,12,28.4,17.6,7.6,23.0,"£39,524"
330,3432,134840,Primary,53,47,10,47.7,39.1,9,18.2,"£35,286"
330,3433,140889,Primary,29,16,8,24,11.2,7.4,17.8,"£39,652"
330,3435,131920,Primary,21,12,6,19.8,9.7,5.3,21.3,"£37,365"
330,3436,136440,Primary,11,4,3,9.8,3.7,3,17.1,"£36,188"
330,4000,136944,Secondary,61,3,30,57.8,3,29.6,18.1,"£38,940"
330,4001,137578,All through,62,15,15,61.1,12.5,14.3,12.5,"£36,320"
330,4002,138200,Secondary,46,15,14,45.1,14.4,13.6,11.4,"£41,473"
330,4003,138222,Secondary,NA,NA,NA,NA,NA,NA,NA,NA
330,4004,138586,Secondary,44,2,9,43.5,1.4,7.4,15.2,"£38,024"
330,4005,139047,Secondary,32,11,17,30.8,8.8,16.3,16.5,"£43,017"
330,4006,139048,Secondary,56,19,45,55.8,17.5,23.7,14.9,"£39,509"
330,4009,142219,All through,118,43,40,111.2,39.3,36.6,15.1,"£36,499"
330,4010,139788,Secondary,17,5,4,15.1,4.9,3.6,15.6,"£37,046"
330,4011,139797,Secondary,45,2,11,44.2,2,10.6,10.6,"£38,307"
330,4012,137346,Secondary,44,18,11,39,16.2,10.1,13.6,"£39,004"
330,4013,140014,Secondary,64,19,24,63.8,19,24,14.0,"£37,235"
330,4014,140863,Secondary,56,10,26,56,10,25.8,14.4,"£36,356"
330,4015,103483,Secondary,47,6,30,43.4,5.4,25.9,17.3,"£41,041"
330,4016,141003,Secondary,40,9,11,39.4,8.9,11,13.8,"£36,194"
330,4017,141318,All through,69,19,22,64.4,17.9,19.7,12.2,"£41,470"
330,4018,141668,Secondary,82,19,35,76,15,32.9,14.4,"£41,587"
330,4019,141752,All through,NA,NA,NA,NA,NA,NA,NA,NA
330,4020,141943,All through,26,14,18,24.6,13.3,10.9,19.2,"£38,578"
330,4021,141969,Secondary,38,1,11,32.9,1,8.9,14.8,"£36,834"
330,4022,142388,Secondary,65,10,26,63.6,9.6,24.6,16.7,"£39,908"
330,4024,144306,Secondary,47,7,19,46.8,6.4,18.2,11.8,"£42,787"
330,4025,144464,Secondary,56,11,23,55.8,9.5,21.1,19.1,"£39,194"
330,4029,145120,Secondary,23,2,10,22.5,1.9,10,14.4,"£44,912"
330,4031,145580,Secondary,69,12,21,67,11.9,18.7,13.4,"£36,670"
330,4032,145878,Secondary,15,1,6,12.6,1,5,14.4,"£34,170"
330,4060,136592,Secondary,77,7,26,67.4,6,25.1,13.7,"£41,144"
330,4063,103486,Secondary,50,18,18,48.8,15,15.3,12.2,"£38,233"
330,4084,139888,Secondary,119,22,48,110.6,20.4,46.1,13.7,"£39,378"
330,4108,136589,Secondary,64,16,25,59,12.6,24.3,15.3,"£46,836"
330,4115,103493,Secondary,85,20,32,69.9,14.9,26.9,14.2,"£41,354"
330,4129,143438,Secondary,57,9,13,56.2,8.7,12.4,12.7,"£36,642"
330,4173,103497,Secondary,59,15,27,55.2,13.1,25.2,15.8,"£40,360"
330,4177,103498,Secondary,52,5,23,47.6,4.8,18.7,14.4,"£44,256"
330,4187,103499,Secondary,43,13,18,37.6,9.9,14,16.2,"£41,679"
330,4188,103500,Secondary,43,7,27,39.7,6.9,21.4,16.3,"£40,862"
330,4193,103501,Secondary,43,12,20,41.4,9.9,18.8,15.6,"£42,489"
330,4201,103503,Secondary,86,12,35,83.6,10.8,34.2,14.5,"£37,482"
330,4206,138137,Secondary,51,10,26,50.5,9.9,23.9,14.9,"£37,730"
330,4207,138937,Secondary,64,11,21,61.8,9.6,20.7,14.8,"£42,747"
330,4220,136882,Secondary,74,13,23,71.9,11.9,22.1,13.3,"£40,747"
330,4223,103509,Secondary,89,19,26,84.1,14.7,25.5,13.5,"£40,485"
330,4227,139841,Secondary,87,18,47,76.9,13.3,40.6,15.7,"£40,919"
330,4237,103514,Secondary,132,12,44,120,9.6,40.8,15.0,"£39,867"
330,4240,139746,Secondary,83,11,28,78.8,9,24.3,13.9,"£42,434"
330,4241,137034,Secondary,91,10,35,87.9,9.9,33.2,15.0,"£37,565"
330,4245,103519,Secondary,86,35,33,81.8,32.5,30.9,16.8,"£39,735"
330,4246,139994,Secondary,63,16,25,61.4,14.6,22.9,15.1,"£42,421"
330,4300,136778,Secondary,71,6,25,61.7,4.1,19.5,18.9,"£39,490"
330,4301,103522,Secondary,57,11,37,55.8,8.5,33,17.4,"£38,679"
330,4307,138136,Secondary,134,26,45,119.4,17.7,34.6,14.7,"£36,749"
330,4323,138059,Secondary,36,8,20,36,8,20,19.4,"£43,715"
330,4331,137053,Secondary,90,27,32,83.7,20,27.3,16.5,"£41,860"
330,4333,103529,Secondary,29,6,9,26.8,5.6,8.7,13.2,"£43,153"
330,4334,133306,All through,44,22,11,41.1,19.8,10.2,17.7,"£40,033"
330,4606,103531,Secondary,75,9,21,66.1,7.5,17.9,14.8,"£42,587"
330,4616,141835,Secondary,71,22,67,65.6,16.2,28.3,17.8,"£43,159"
330,4625,103534,Secondary,44,12,18,42.2,9.2,12.9,14.5,"£38,469"
330,4660,137988,Secondary,62,6,26,56.8,4.5,21.6,20.5,"£41,043"
330,4661,140524,Secondary,78,15,18,66.4,10.7,15.7,15.2,"£42,974"
330,4663,103537,Secondary,76,3,36,72.7,2.1,32.7,13.9,"£39,839"
330,4664,103538,Secondary,48,11,24,43.4,8.1,23.1,14.2,"£41,061"
330,4801,103539,Secondary,44,6,15,43.6,5.9,14.4,14.3,"£42,587"
330,4804,103541,Secondary,91,16,25,84,13.4,23.2,13.9,"£41,945"
330,5201,137155,Primary,26,15,4,22.5,10.3,3.5,19.7,"£37,265"
330,5202,103543,Primary,20,13,11,16.5,8.1,5,21.8,"£36,537"
330,5203,103544,Primary,16,14,3,14.1,9.8,2.4,22.7,"£40,289"
330,5205,143434,Primary,16,18,2,15.2,9.5,1.4,15.7,"£42,930"
330,5402,143562,Secondary,63,5,21,60.5,4.8,19.2,17.1,"£35,753"
330,5403,143435,Secondary,110,28,44,107.8,24.1,39.6,16.1,"£39,097"
330,5404,137047,Secondary,65,2,20,58.8,1.6,18.1,18.5,"£40,591"
330,5405,137046,Secondary,67,5,17,64.7,4.2,16.7,20.1,"£39,929"
330,5406,137044,Secondary,68,3,21,58.7,1.9,18.4,18.2,"£38,435"
330,5407,137045,Secondary,54,4,13,47.5,3,12,18.8,"£39,340"
330,5408,137043,Secondary,59,14,21,53.5,7.4,17.8,17.1,"£34,664"
330,5409,137858,Secondary,67,25,31,60.9,17.5,23.3,14.7,"£40,880"
330,5410,136908,Secondary,96,22,33,88.9,18.8,31.2,16.5,"£41,483"
330,5411,136406,Secondary,94,22,31,92.4,20.8,30.5,15.5,"£34,993"
330,5412,138695,Secondary,75,10,24,74,9.9,21.7,12.6,"£42,709"
330,5413,103560,Secondary,94,12,40,88,10.9,35.3,13.8,"£43,727"
330,5414,136590,Secondary,73,6,24,65.8,4.7,20.1,15.1,"£42,225"
330,5415,103562,Secondary,40,7,15,37.1,6.5,12.7,16.9,"£40,922"
330,5416,103563,Secondary,65,20,21,63.5,16.1,19.8,17.4,"£43,209"
330,5949,131465,Primary,41,24,8,34.5,18.9,6.1,18.3,"£33,699"
330,6905,135907,Secondary,57,8,17,55,5.8,15.9,15.4,"£40,400"
330,6906,136152,Secondary,81,11,30,77.4,10.3,27.6,15.8,"£43,846"
330,6907,135911,Secondary,66,10,18,63.8,9.8,17.8,16.2,"£41,378"
330,6908,135970,Secondary,61,17,14,58.6,15.2,12.7,13.4,"£39,890"
330,6909,136032,Secondary,72,5,23,70.6,4.5,21.5,14.3,"£37,888"
330,6910,136213,Secondary,41,8,21,40.6,8,20.3,15.6,"£43,845"
331,2000,103638,Primary,30,26,8,28.5,23.5,7.1,21.2,"£37,707"
331,2001,137283,Primary,22,19,6,18.3,13.7,4.8,25.4,"£37,974"
331,2004,139383,Primary,19,14,4,16.9,12.8,4,24.1,"£35,092"
331,2005,139384,Primary,14,12,3,12.4,9.9,3,15.4,"£33,113"
331,2007,139680,Primary,14,12,4,13.6,11.8,3.7,20.1,"£36,380"
331,2008,103639,Primary,25,29,5,23.8,21.7,4.8,23.2,"£36,691"
331,2009,144064,Primary,35,33,8,30.6,31.7,7,21.9,"£39,096"
331,2010,139681,Primary,34,28,7,29.9,25.3,6.4,19.3,"£33,886"
331,2013,103641,Primary,20,14,10,18,11.2,6.1,22.8,"£39,671"
331,2014,140389,Primary,13,18,3,10.6,13.1,2.4,20.0,"£30,616"
331,2015,103642,Primary,16,18,4,14.8,16.7,3.7,24.0,"£35,944"
331,2016,141938,Primary,12,20,3,12,15.2,2.2,19.6,"£31,101"
331,2017,142039,Primary,13,14,3,12.4,11.7,2.8,21.4,"£35,358"
331,2018,143535,Primary,17,12,9,15.9,10.4,5.9,24.4,"£32,518"
331,2021,103643,Primary,18,20,5,15.7,17.5,4.1,26.2,"£37,749"
331,2034,143780,Primary,13,19,5,12.4,14.8,3.3,24.0,"£33,537"
331,2037,103647,Primary,17,16,4,16.3,14.7,2.9,18.0,"£35,992"
331,2054,103652,Primary,21,24,5,18.5,20.9,4.3,24.1,"£36,426"
331,2056,143177,Primary,23,14,1,22.8,12.2,1,18.2,"£32,885"
331,2068,103655,Primary,14,16,8,13.6,12.3,4.8,28.2,"£35,151"
331,2076,103656,Primary,12,6,2,10.2,5,1.1,19.3,"£37,975"
331,2078,103658,Primary,20,20,14,18.8,15.8,7.7,26.2,"£41,117"
331,2079,103659,Primary,21,20,4,20.1,16.5,3.8,19.5,"£39,099"
331,2084,103662,Primary,23,20,5,19.8,14.3,3.1,21.5,"£38,941"
331,2091,103663,Primary,20,22,8,18.7,15.8,6.1,21.7,"£39,018"
331,2092,103664,Primary,19,20,3,16.6,13.4,1.7,24.9,"£36,741"
331,2095,103665,Primary,13,3,3,11.7,2.7,2,19.8,"£39,755"
331,2101,103666,Primary,26,15,6,21.1,10.8,4.8,20.2,"£36,505"
331,2107,103667,Primary,10,7,2,9,6.2,2,21.4,"£42,258"
331,2110,142245,Primary,20,13,5,17.5,10.4,3.3,24.1,"£33,971"
